"game_name","agent_name","iteration","score","duration","natural_end","move_limit","turn_limit","supported","selected_heuristic","selected_agent","ensemble_size","completed_at"
"Starchess","Alpha-Beta","0","1.0","49.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:14:08.943"
"Starchess","Alpha-Beta","1","1.0","39.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:14:39.54"
"Starchess","Alpha-Beta","2","1.0","71.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:15:42.314"
"Starchess","Alpha-Beta","3","1.0","43.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:16:20.968"
"Starchess","Alpha-Beta","4","1.0","67.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:17:24.31"
"Starchess","Alpha-Beta","5","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:17:30.476"
"Starchess","Alpha-Beta","6","1.0","63.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:18:21.819"
"Starchess","Alpha-Beta","7","1.0","48.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:19:03.051"
"Starchess","Alpha-Beta","0","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:36:11.825"
"Starchess","Alpha-Beta","1","1.0","31.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:36:36.348"
"Starchess","Alpha-Beta","2","1.0","23.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:36:56.47"
"Starchess","Alpha-Beta","3","1.0","47.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:37:36.986"
"Starchess","Alpha-Beta","4","1.0","62.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:38:28.397"
"Starchess","Alpha-Beta","5","1.0","39.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:39:02.678"
"Starchess","Alpha-Beta","6","1.0","142.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:40:54.18"
"Starchess","Alpha-Beta","7","1.0","39.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:41:28.324"
"Starchess","Alpha-Beta","8","1.0","28.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:41:52.237"
"Starchess","Alpha-Beta","9","1.0","27.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:42:13.53"
"Starchess","Alpha-Beta","10","1.0","44.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:42:52.041"
"Starchess","Alpha-Beta","11","1.0","69.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:43:55.091"
"Starchess","Alpha-Beta","12","1.0","80.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:45:01.611"
"Starchess","Alpha-Beta","13","1.0","37.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:45:33.243"
"Starchess","Alpha-Beta","14","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:45:39.344"
"Starchess","Alpha-Beta","15","1.0","41.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:46:15.443"
"Starchess","Alpha-Beta","16","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:46:22.507"
"Starchess","Alpha-Beta","17","1.0","27.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:46:46.329"
"Starchess","Alpha-Beta","18","1.0","44.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:47:22.579"
"Starchess","Alpha-Beta","19","1.0","33.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:47:51.694"
"Starchess","Alpha-Beta","20","1.0","60.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:48:40.216"
"Starchess","Alpha-Beta","21","1.0","65.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:49:37.631"
"Starchess","Alpha-Beta","22","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:49:44.702"
"Starchess","Alpha-Beta","23","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:49:50.798"
"Starchess","Alpha-Beta","24","1.0","41.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:50:26.451"
"Starchess","Alpha-Beta","25","1.0","41.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:51:01.59"
"Starchess","Alpha-Beta","26","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:51:06.902"
"Starchess","Alpha-Beta","27","1.0","39.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:51:39.999"
"Starchess","Alpha-Beta","28","1.0","31.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:52:05.183"
"Starchess","Alpha-Beta","29","1.0","35.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:52:36.141"
"Starchess","Alpha-Beta","30","1.0","45.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:53:12.573"
"Starchess","Alpha-Beta","31","1.0","11.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:53:17.905"
"Starchess","Alpha-Beta","32","1.0","33.0","true","false","false","true","CentreProximityPos","-","1","2024-08-12 12:53:46.03"
